Test case reference,Scenario,TaxType,Gender,GuaranteeClass,CommissionType,IssueAge
,3,RRSP,M,Invest,CB3,30
,3,RRSP,M,Invest,CB3,35
,3,RRSP,M,Invest,CB3,40
,3,RRSP,M,Invest,CB3,45
,3,RRSP,M,Invest,CB3,50
,3,RRSP,M,Invest,CB3,55
,3,RRSP,M,Invest,CB3,60
,3,RRSP,M,Invest,CB3,65
,3,RRSP,M,Invest,CB3,70
,3,RRSP,M,Invest,CB5,20
,3,RRSP,M,Invest,CB5,25
,3,RRSP,M,Invest,CB5,30
,3,RRSP,M,Invest,CB5,35
,3,RRSP,M,Invest,CB5,40
,3,RRSP,M,Invest,CB5,45
,3,RRSP,M,Invest,CB5,50
,3,RRSP,M,Invest,CB5,55
,3,RRSP,M,Invest,CB5,60
,3,RRSP,M,Invest,CB5,65
,3,RRSP,M,Invest,CB5,70
,3,RRSP,M,Invest,NL,20
,3,RRSP,M,Invest,NL,25
,3,RRSP,M,Invest,NL,30
,3,RRSP,M,Invest,NL,35
,3,RRSP,M,Invest,NL,40
,3,RRSP,M,Invest,NL,45
,3,RRSP,M,Invest,NL,50
,3,RRSP,M,Invest,NL,55
,3,RRSP,M,Invest,NL,60
,3,RRSP,M,Invest,NL,65
,3,RRSP,M,Invest,NL,70
,3,RRSP,M,Protect,CB3,20
,3,RRSP,M,Protect,CB3,25
,3,RRSP,M,Protect,CB3,30
,3,RRSP,M,Protect,CB3,35
,3,RRSP,M,Protect,CB3,40
,3,RRSP,M,Protect,CB3,45
,3,RRSP,M,Protect,CB3,50
,3,RRSP,M,Protect,CB3,55
,3,RRSP,M,Protect,CB3,60
,3,RRSP,M,Protect,CB3,65
,3,RRSP,M,Protect,CB3,70
,3,RRSP,M,Protect,CB5,20
,3,RRSP,M,Protect,CB5,25
,3,RRSP,M,Protect,CB5,30
,3,RRSP,M,Protect,CB5,35
,3,RRSP,M,Protect,CB5,40
,3,RRSP,M,Protect,CB5,45
,3,RRSP,M,Protect,CB5,50
,3,RRSP,M,Protect,CB5,55
,3,RRSP,M,Protect,CB5,60
,3,RRSP,M,Protect,CB5,65
,3,RRSP,M,Protect,CB5,70
,3,RRSP,M,Protect,NL,20
,3,RRSP,M,Protect,NL,25
,3,RRSP,M,Protect,NL,30
,3,RRSP,M,Protect,NL,35
,3,RRSP,M,Protect,NL,40
,3,RRSP,M,Protect,NL,45
,3,RRSP,M,Protect,NL,50
,3,RRSP,M,Protect,NL,55
,3,RRSP,M,Protect,NL,60
,3,RRSP,M,Protect,NL,65
,3,RRSP,M,Protect,NL,70
,3,TFSA,F,Estate,CB3,20
,3,TFSA,F,Estate,CB3,25
,3,TFSA,F,Estate,CB3,30
,3,TFSA,F,Estate,CB3,35
,3,TFSA,F,Estate,CB3,40
,3,TFSA,F,Estate,CB3,45
,3,TFSA,F,Estate,CB3,50
,3,TFSA,F,Estate,CB3,55
,3,TFSA,F,Estate,CB3,60
,3,TFSA,F,Estate,CB3,65
,3,TFSA,F,Estate,CB3,70
,3,TFSA,F,Estate,CB3,75
,3,TFSA,F,Estate,CB3,80
,3,TFSA,F,Estate,CB5,20
,3,TFSA,F,Estate,CB5,25
,3,TFSA,F,Estate,CB5,30
,3,TFSA,F,Estate,CB5,35
,3,TFSA,F,Estate,CB5,40
,3,TFSA,F,Estate,CB5,45
,3,TFSA,F,Estate,CB5,50
,3,TFSA,F,Estate,CB5,55
,3,TFSA,F,Estate,CB5,60
,3,TFSA,F,Estate,CB5,65
,3,TFSA,F,Estate,CB5,70
,3,TFSA,F,Estate,CB5,75
,3,TFSA,F,Estate,CB5,80
,3,TFSA,F,Estate,NL,20
,3,TFSA,F,Estate,NL,25
,3,TFSA,F,Estate,NL,30
,3,TFSA,F,Estate,NL,35
,3,TFSA,F,Estate,NL,40
,3,TFSA,F,Estate,NL,45
,3,TFSA,F,Estate,NL,50
,3,TFSA,F,Estate,NL,55
,3,TFSA,F,Estate,NL,60
,3,TFSA,F,Estate,NL,65
,3,TFSA,F,Estate,NL,70
,3,TFSA,F,Estate,NL,75
,3,TFSA,F,Estate,NL,80
,3,TFSA,F,Invest,CB3,20
,3,TFSA,F,Invest,CB3,25
,3,TFSA,F,Invest,CB3,30
,3,TFSA,F,Invest,CB3,35
,3,TFSA,F,Invest,CB3,40
,3,TFSA,F,Invest,CB3,45
,3,TFSA,F,Invest,CB3,50
,3,TFSA,F,Invest,CB3,55
,3,TFSA,F,Invest,CB3,60
,3,TFSA,F,Invest,CB3,65
,3,TFSA,F,Invest,CB3,70
,3,TFSA,F,Invest,CB3,75
,3,TFSA,F,Invest,CB3,80
,3,TFSA,F,Invest,CB3,85
,3,TFSA,F,Invest,CB3,90
,3,TFSA,F,Invest,CB5,20
,3,TFSA,F,Invest,CB5,25
,3,TFSA,F,Invest,CB5,30
,3,TFSA,F,Invest,CB5,35
,3,TFSA,F,Invest,CB5,40
,3,TFSA,F,Invest,CB5,45
,3,TFSA,F,Invest,CB5,50
,3,TFSA,F,Invest,CB5,55
,3,TFSA,F,Invest,CB5,60
,3,TFSA,F,Invest,CB5,65
,3,TFSA,F,Invest,CB5,70
,3,TFSA,F,Invest,CB5,75
,3,TFSA,F,Invest,CB5,80
,3,TFSA,F,Invest,CB5,85
,3,TFSA,F,Invest,CB5,90
,3,TFSA,F,Invest,NL,20
,3,TFSA,F,Invest,NL,25
,3,TFSA,F,Invest,NL,30
,3,TFSA,F,Invest,NL,35
,3,TFSA,F,Invest,NL,40
,3,TFSA,F,Invest,NL,45
,3,TFSA,F,Invest,NL,50
,3,TFSA,F,Invest,NL,55
,3,TFSA,F,Invest,NL,60
,3,TFSA,F,Invest,NL,65
,3,TFSA,F,Invest,NL,70
,3,TFSA,F,Invest,NL,75
,3,TFSA,F,Invest,NL,80
,3,TFSA,F,Invest,NL,85
,3,TFSA,F,Invest,NL,90
,3,TFSA,F,Protect,CB3,20
,3,TFSA,F,Protect,CB3,25
,3,TFSA,F,Protect,CB3,30
,3,TFSA,F,Protect,CB3,35
,3,TFSA,F,Protect,CB3,40
,3,TFSA,F,Protect,CB3,45
,3,TFSA,F,Protect,CB3,50
,3,TFSA,F,Protect,CB3,55
,3,TFSA,F,Protect,CB3,60
,3,TFSA,F,Protect,CB3,65
,3,TFSA,F,Protect,CB3,70
,3,TFSA,F,Protect,CB3,75
,3,TFSA,F,Protect,CB3,80
,3,TFSA,F,Protect,CB5,20
,3,TFSA,F,Protect,CB5,25
,3,TFSA,F,Protect,CB5,30
,3,TFSA,F,Protect,CB5,35
,3,TFSA,F,Protect,CB5,40
,3,TFSA,F,Protect,CB5,45
,3,TFSA,F,Protect,CB5,50
,3,TFSA,F,Protect,CB5,55
,3,TFSA,F,Protect,CB5,60
,3,TFSA,F,Protect,CB5,65
,3,TFSA,F,Protect,CB5,70
,3,TFSA,F,Protect,CB5,75
,3,TFSA,F,Protect,CB5,80
,3,TFSA,F,Protect,NL,20
,3,TFSA,F,Protect,NL,25
,3,TFSA,F,Protect,NL,30
,3,TFSA,F,Protect,NL,35
,3,TFSA,F,Protect,NL,40
,3,TFSA,F,Protect,NL,45
,3,TFSA,F,Protect,NL,50
,3,TFSA,F,Protect,NL,55
,3,TFSA,F,Protect,NL,60
,3,TFSA,F,Protect,NL,65
,3,TFSA,F,Protect,NL,70
,3,TFSA,F,Protect,NL,75
,3,TFSA,F,Protect,NL,80
,3,TFSA,M,Estate,CB3,20
,3,TFSA,M,Estate,CB3,25
,3,TFSA,M,Estate,CB3,30
,3,TFSA,M,Estate,CB3,35
,3,TFSA,M,Estate,CB3,40
,3,TFSA,M,Estate,CB3,45
,3,TFSA,M,Estate,CB3,50
,3,TFSA,M,Estate,CB3,55
,3,TFSA,M,Estate,CB3,60
,3,TFSA,M,Estate,CB3,65
,3,TFSA,M,Estate,CB3,70
,3,TFSA,M,Estate,CB3,75
,3,TFSA,M,Estate,CB3,80
,3,TFSA,M,Estate,CB5,20
,3,TFSA,M,Estate,CB5,25
,3,TFSA,M,Estate,CB5,30
,3,TFSA,M,Estate,CB5,35
,3,TFSA,M,Estate,CB5,40
,3,TFSA,M,Estate,CB5,45
,3,TFSA,M,Estate,CB5,50
,3,TFSA,M,Estate,CB5,55
,3,TFSA,M,Estate,CB5,60
,3,TFSA,M,Estate,CB5,65
,3,TFSA,M,Estate,CB5,70
,3,TFSA,M,Estate,CB5,75
,3,TFSA,M,Estate,CB5,80
,3,TFSA,M,Estate,NL,20
,3,TFSA,M,Estate,NL,25
,3,TFSA,M,Estate,NL,30
,3,TFSA,M,Estate,NL,35
,3,TFSA,M,Estate,NL,40
,3,TFSA,M,Estate,NL,45
,3,TFSA,M,Estate,NL,50
,3,TFSA,M,Estate,NL,55
,3,TFSA,M,Estate,NL,60
,3,TFSA,M,Estate,NL,65
,3,TFSA,M,Estate,NL,70
,3,TFSA,M,Estate,NL,75
,3,TFSA,M,Estate,NL,80
,3,TFSA,M,Invest,CB3,20
,3,TFSA,M,Invest,CB3,25
,3,TFSA,M,Invest,CB3,30
,3,TFSA,M,Invest,CB3,35
,3,TFSA,M,Invest,CB3,40
,3,TFSA,M,Invest,CB3,45
,3,TFSA,M,Invest,CB3,50
,3,TFSA,M,Invest,CB3,55
,3,TFSA,M,Invest,CB3,60
,3,TFSA,M,Invest,CB3,65
,3,TFSA,M,Invest,CB3,70
,3,TFSA,M,Invest,CB3,75
,3,TFSA,M,Invest,CB3,80
,3,TFSA,M,Invest,CB3,85
,3,TFSA,M,Invest,CB3,90
,3,TFSA,M,Invest,CB5,20
,3,TFSA,M,Invest,CB5,25
,3,TFSA,M,Invest,CB5,30
,3,TFSA,M,Invest,CB5,35
,3,TFSA,M,Invest,CB5,40
,3,TFSA,M,Invest,CB5,45
,3,TFSA,M,Invest,CB5,50
,3,TFSA,M,Invest,CB5,55
,3,TFSA,M,Invest,CB5,60
,3,TFSA,M,Invest,CB5,65
,3,TFSA,M,Invest,CB5,70
,3,TFSA,M,Invest,CB5,75
,3,TFSA,M,Invest,CB5,80
,3,TFSA,M,Invest,CB5,85
,3,TFSA,M,Invest,CB5,90
,3,TFSA,M,Invest,NL,20
,3,TFSA,M,Invest,NL,25
,3,TFSA,M,Invest,NL,30
,3,TFSA,M,Invest,NL,35
,3,TFSA,M,Invest,NL,40
,3,TFSA,M,Invest,NL,45
,3,TFSA,M,Invest,NL,50
,3,TFSA,M,Invest,NL,55
,3,TFSA,M,Invest,NL,60
,3,TFSA,M,Invest,NL,65
,3,TFSA,M,Invest,NL,70
,3,TFSA,M,Invest,NL,75
,3,TFSA,M,Invest,NL,80
,3,TFSA,M,Invest,NL,85
,3,TFSA,M,Invest,NL,90
,3,TFSA,M,Protect,CB3,20
,3,TFSA,M,Protect,CB3,25
,3,TFSA,M,Protect,CB3,30
,3,TFSA,M,Protect,CB3,35
,3,TFSA,M,Protect,CB3,40
,3,TFSA,M,Protect,CB3,45
,3,TFSA,M,Protect,CB3,50
,3,TFSA,M,Protect,CB3,55
,3,TFSA,M,Protect,CB3,60
,3,TFSA,M,Protect,CB3,65
,3,TFSA,M,Protect,CB3,70
,3,TFSA,M,Protect,CB3,75
,3,TFSA,M,Protect,CB3,80
,3,TFSA,M,Protect,CB5,20
,3,TFSA,M,Protect,CB5,25
,3,TFSA,M,Protect,CB5,30
,3,TFSA,M,Protect,CB5,35
,3,TFSA,M,Protect,CB5,40
,3,TFSA,M,Protect,CB5,45
,3,TFSA,M,Protect,CB5,50
,3,TFSA,M,Protect,CB5,55
,3,TFSA,M,Protect,CB5,60
,3,TFSA,M,Protect,CB5,65
,3,TFSA,M,Protect,CB5,70
,3,TFSA,M,Protect,CB5,75
,3,TFSA,M,Protect,CB5,80
,3,TFSA,M,Protect,NL,20
,3,TFSA,M,Protect,NL,25
,3,TFSA,M,Protect,NL,30
,3,TFSA,M,Protect,NL,35
,3,TFSA,M,Protect,NL,40
,3,TFSA,M,Protect,NL,45
,3,TFSA,M,Protect,NL,50
,3,TFSA,M,Protect,NL,55
,3,TFSA,M,Protect,NL,60
,3,TFSA,M,Protect,NL,65
,3,TFSA,M,Protect,NL,70
,3,TFSA,M,Protect,NL,75
,3,TFSA,M,Protect,NL,80
,4,NREG,F,Estate,CB3,20
,4,NREG,F,Estate,CB3,25
,4,NREG,F,Estate,CB3,30
,4,NREG,F,Estate,CB3,35
,4,NREG,F,Estate,CB3,40
,4,NREG,F,Estate,CB3,45
,4,NREG,F,Estate,CB3,50
,4,NREG,F,Estate,CB3,55
,4,NREG,F,Estate,CB3,60
,4,NREG,F,Estate,CB3,65
,4,NREG,F,Estate,CB3,70
,4,NREG,F,Estate,CB3,75
,4,NREG,F,Estate,CB3,80
,4,NREG,F,Estate,CB5,20
,4,NREG,F,Estate,CB5,25
,4,NREG,F,Estate,CB5,30
,4,NREG,F,Estate,CB5,35
,4,NREG,F,Estate,CB5,40
,4,NREG,F,Estate,CB5,45
,4,NREG,F,Estate,CB5,50
,4,NREG,F,Estate,CB5,55
,4,NREG,F,Estate,CB5,60
,4,NREG,F,Estate,CB5,65
,4,NREG,F,Estate,CB5,70
,4,NREG,F,Estate,CB5,75
,4,NREG,F,Estate,CB5,80
,4,NREG,F,Estate,NL,20
,4,NREG,F,Estate,NL,25
,4,NREG,F,Estate,NL,30
,4,NREG,F,Estate,NL,35
,4,NREG,F,Estate,NL,40
,4,NREG,F,Estate,NL,45
,4,NREG,F,Estate,NL,50
,4,NREG,F,Estate,NL,55
,4,NREG,F,Estate,NL,60
,4,NREG,F,Estate,NL,65
,4,NREG,F,Estate,NL,70
,4,NREG,F,Estate,NL,75
,4,NREG,F,Estate,NL,80
,4,NREG,F,Invest,CB3,20
,4,NREG,F,Invest,CB3,25
,4,NREG,F,Invest,CB3,30
,4,NREG,F,Invest,CB3,35
,4,NREG,F,Invest,CB3,40
,4,NREG,F,Invest,CB3,45
,4,NREG,F,Invest,CB3,50
,4,NREG,F,Invest,CB3,55
,4,NREG,F,Invest,CB3,60
,4,NREG,F,Invest,CB3,65
,4,NREG,F,Invest,CB3,70
,4,NREG,F,Invest,CB3,75
,4,NREG,F,Invest,CB3,80
,4,NREG,F,Invest,CB3,85
,4,NREG,F,Invest,CB3,90
,4,NREG,F,Invest,CB5,20
,4,NREG,F,Invest,CB5,25
,4,NREG,F,Invest,CB5,30
,4,NREG,F,Invest,CB5,35
,4,NREG,F,Invest,CB5,40
,4,NREG,F,Invest,CB5,45
,4,NREG,F,Invest,CB5,50
,4,NREG,F,Invest,CB5,55
,4,NREG,F,Invest,CB5,60
,4,NREG,F,Invest,CB5,65
,4,NREG,F,Invest,CB5,70
,4,NREG,F,Invest,CB5,75
,4,NREG,F,Invest,CB5,80
,4,NREG,F,Invest,CB5,85
,4,NREG,F,Invest,CB5,90
,4,NREG,F,Invest,NL,20
,4,NREG,F,Invest,NL,25
,4,NREG,F,Invest,NL,30
,4,NREG,F,Invest,NL,35
,4,NREG,F,Invest,NL,40
,4,NREG,F,Invest,NL,45
,4,NREG,F,Invest,NL,50
,4,NREG,F,Invest,NL,55
,4,NREG,F,Invest,NL,60
,4,NREG,F,Invest,NL,65
,4,NREG,F,Invest,NL,70
,4,NREG,F,Invest,NL,75
,4,NREG,F,Invest,NL,80
,4,NREG,F,Invest,NL,85
,4,NREG,F,Invest,NL,90
,4,NREG,F,Protect,CB3,20
,4,NREG,F,Protect,CB3,25
,4,NREG,F,Protect,CB3,30
,4,NREG,F,Protect,CB3,35
,4,NREG,F,Protect,CB3,40
,4,NREG,F,Protect,CB3,45
,4,NREG,F,Protect,CB3,50
,4,NREG,F,Protect,CB3,55
,4,NREG,F,Protect,CB3,60
,4,NREG,F,Protect,CB3,65
,4,NREG,F,Protect,CB3,70
,4,NREG,F,Protect,CB3,75
,4,NREG,F,Protect,CB3,80
,4,NREG,F,Protect,CB5,20
,4,NREG,F,Protect,CB5,25
,4,NREG,F,Protect,CB5,30
,4,NREG,F,Protect,CB5,35
,4,NREG,F,Protect,CB5,40
,4,NREG,F,Protect,CB5,45
,4,NREG,F,Protect,CB5,50
,4,NREG,F,Protect,CB5,55
,4,NREG,F,Protect,CB5,60
,4,NREG,F,Protect,CB5,65
,4,NREG,F,Protect,CB5,70
,4,NREG,F,Protect,CB5,75
,4,NREG,F,Protect,CB5,80
,4,NREG,F,Protect,NL,20
,4,NREG,F,Protect,NL,25
,4,NREG,F,Protect,NL,30
,4,NREG,F,Protect,NL,35
,4,NREG,F,Protect,NL,40
,4,NREG,F,Protect,NL,45
,4,NREG,F,Protect,NL,50
,4,NREG,F,Protect,NL,55
,4,NREG,F,Protect,NL,60
,4,NREG,F,Protect,NL,65
,4,NREG,F,Protect,NL,70
,4,NREG,F,Protect,NL,75
,4,NREG,F,Protect,NL,80
,4,NREG,M,Estate,CB3,20
,4,NREG,M,Estate,CB3,25
,4,NREG,M,Estate,CB3,30
,4,NREG,M,Estate,CB3,35
,4,NREG,M,Estate,CB3,40
,4,NREG,M,Estate,CB3,45
,4,NREG,M,Estate,CB3,50
,4,NREG,M,Estate,CB3,55
,4,NREG,M,Estate,CB3,60
,4,NREG,M,Estate,CB3,65
,4,NREG,M,Estate,CB3,70
,4,NREG,M,Estate,CB3,75
,4,NREG,M,Estate,CB3,80
,4,NREG,M,Estate,CB5,20
,4,NREG,M,Estate,CB5,25
,4,NREG,M,Estate,CB5,30
,4,NREG,M,Estate,CB5,35
,4,NREG,M,Estate,CB5,40
,4,NREG,M,Estate,CB5,45
,4,NREG,M,Estate,CB5,50
,4,NREG,M,Estate,CB5,55
,4,NREG,M,Estate,CB5,60
,4,NREG,M,Estate,CB5,65
,4,NREG,M,Estate,CB5,70
,4,NREG,M,Estate,CB5,75
,4,NREG,M,Estate,CB5,80
,4,NREG,M,Estate,NL,20
,4,NREG,M,Estate,NL,25
,4,NREG,M,Estate,NL,30
,4,NREG,M,Estate,NL,35
,4,NREG,M,Estate,NL,40
,4,NREG,M,Estate,NL,45
,4,NREG,M,Estate,NL,50
,4,NREG,M,Estate,NL,55
,4,NREG,M,Estate,NL,60
,4,NREG,M,Estate,NL,65
,4,NREG,M,Estate,NL,70
,4,NREG,M,Estate,NL,75
,4,NREG,M,Estate,NL,80
,4,NREG,M,Invest,CB3,20
,4,NREG,M,Invest,CB3,25
,4,NREG,M,Invest,CB3,30
,4,NREG,M,Invest,CB3,35
,4,NREG,M,Invest,CB3,40
,4,NREG,M,Invest,CB3,45
,4,NREG,M,Invest,CB3,50
,4,NREG,M,Invest,CB3,55
,4,NREG,M,Invest,CB3,60
,4,NREG,M,Invest,CB3,65
,4,NREG,M,Invest,CB3,70
,4,NREG,M,Invest,CB3,75
,4,NREG,M,Invest,CB3,80
,4,NREG,M,Invest,CB3,85
,4,NREG,M,Invest,CB3,90
,4,NREG,M,Invest,CB5,20
,4,NREG,M,Invest,CB5,25
,4,NREG,M,Invest,CB5,30
,4,NREG,M,Invest,CB5,35
,4,NREG,M,Invest,CB5,40
,4,NREG,M,Invest,CB5,45
,4,NREG,M,Invest,CB5,50
,4,NREG,M,Invest,CB5,55
,4,NREG,M,Invest,CB5,60
,4,NREG,M,Invest,CB5,65
,4,NREG,M,Invest,CB5,70
,4,NREG,M,Invest,CB5,75
,4,NREG,M,Invest,CB5,80
,4,NREG,M,Invest,CB5,85
,4,NREG,M,Invest,CB5,90
,4,NREG,M,Invest,NL,20
,4,NREG,M,Invest,NL,25
,4,NREG,M,Invest,NL,30
,4,NREG,M,Invest,NL,35
,4,NREG,M,Invest,NL,40
,4,NREG,M,Invest,NL,45
,4,NREG,M,Invest,NL,50
,4,NREG,M,Invest,NL,55
,4,NREG,M,Invest,NL,60
,4,NREG,M,Invest,NL,65
,4,NREG,M,Invest,NL,70
,4,NREG,M,Invest,NL,75
,4,NREG,M,Invest,NL,80
,4,NREG,M,Invest,NL,85
,4,NREG,M,Invest,NL,90
,4,NREG,M,Protect,CB3,20
,4,NREG,M,Protect,CB3,25
,4,NREG,M,Protect,CB3,30
,4,NREG,M,Protect,CB3,35
,4,NREG,M,Protect,CB3,40
,4,NREG,M,Protect,CB3,45
,4,NREG,M,Protect,CB3,50
,4,NREG,M,Protect,CB3,55
,4,NREG,M,Protect,CB3,60
,4,NREG,M,Protect,CB3,65
,4,NREG,M,Protect,CB3,70
,4,NREG,M,Protect,CB3,75
,4,NREG,M,Protect,CB3,80
,4,NREG,M,Protect,CB5,20
,4,NREG,M,Protect,CB5,25
,4,NREG,M,Protect,CB5,30
,4,NREG,M,Protect,CB5,35
,4,NREG,M,Protect,CB5,40
,4,NREG,M,Protect,CB5,45
,4,NREG,M,Protect,CB5,50
,4,NREG,M,Protect,CB5,55
,4,NREG,M,Protect,CB5,60
,4,NREG,M,Protect,CB5,65
,4,NREG,M,Protect,CB5,70
,4,NREG,M,Protect,CB5,75
,4,NREG,M,Protect,CB5,80
,4,NREG,M,Protect,NL,20
,4,NREG,M,Protect,NL,25
,4,NREG,M,Protect,NL,30
,4,NREG,M,Protect,NL,35
,4,NREG,M,Protect,NL,40
,4,NREG,M,Protect,NL,45
,4,NREG,M,Protect,NL,50
,4,NREG,M,Protect,NL,55
,4,NREG,M,Protect,NL,60
,4,NREG,M,Protect,NL,65
,4,NREG,M,Protect,NL,70
,4,NREG,M,Protect,NL,75
,4,NREG,M,Protect,NL,80
,4,RRIF,F,Estate,CB3,40
,4,RRIF,F,Estate,CB3,45
,4,RRIF,F,Estate,CB3,50
,4,RRIF,F,Estate,CB3,55
,4,RRIF,F,Estate,CB3,60
,4,RRIF,F,Estate,CB3,65
,4,RRIF,F,Estate,CB3,70
,4,RRIF,F,Estate,CB3,75
,4,RRIF,F,Estate,CB3,80
,4,RRIF,F,Estate,CB5,40
,4,RRIF,F,Estate,CB5,45
,4,RRIF,F,Estate,CB5,50
,4,RRIF,F,Estate,CB5,55
,4,RRIF,F,Estate,CB5,60
,4,RRIF,F,Estate,CB5,65
,4,RRIF,F,Estate,CB5,70
,4,RRIF,F,Estate,CB5,75
,4,RRIF,F,Estate,CB5,80
,4,RRIF,F,Estate,NL,40
,4,RRIF,F,Estate,NL,45
,4,RRIF,F,Estate,NL,50
,4,RRIF,F,Estate,NL,55
,4,RRIF,F,Estate,NL,60
,4,RRIF,F,Estate,NL,65
,4,RRIF,F,Estate,NL,70
,4,RRIF,F,Estate,NL,75
,4,RRIF,F,Estate,NL,80
,4,RRIF,F,Invest,CB3,40
,4,RRIF,F,Invest,CB3,45
,4,RRIF,F,Invest,CB3,50
,4,RRIF,F,Invest,CB3,55
,4,RRIF,F,Invest,CB3,60
,4,RRIF,F,Invest,CB3,65
,4,RRIF,F,Invest,CB3,70
,4,RRIF,F,Invest,CB3,75
,4,RRIF,F,Invest,CB3,80
,4,RRIF,F,Invest,CB3,85
,4,RRIF,F,Invest,CB3,90
,4,RRIF,F,Invest,CB5,40
,4,RRIF,F,Invest,CB5,45
,4,RRIF,F,Invest,CB5,50
,4,RRIF,F,Invest,CB5,55
,4,RRIF,F,Invest,CB5,60
,4,RRIF,F,Invest,CB5,65
,4,RRIF,F,Invest,CB5,70
,4,RRIF,F,Invest,CB5,75
,4,RRIF,F,Invest,CB5,80
,4,RRIF,F,Invest,CB5,85
,4,RRIF,F,Invest,CB5,90
,4,RRIF,F,Invest,NL,40
,4,RRIF,F,Invest,NL,45
,4,RRIF,F,Invest,NL,50
,4,RRIF,F,Invest,NL,55
,4,RRIF,F,Invest,NL,60
,4,RRIF,F,Invest,NL,65
,4,RRIF,F,Invest,NL,70
,4,RRIF,F,Invest,NL,75
,4,RRIF,F,Invest,NL,80
,4,RRIF,F,Invest,NL,85
,4,RRIF,F,Invest,NL,90
,4,RRIF,F,Protect,CB3,40
,4,RRIF,F,Protect,CB3,45
,4,RRIF,F,Protect,CB3,50
,4,RRIF,F,Protect,CB3,55
,4,RRIF,F,Protect,CB3,60
,4,RRIF,F,Protect,CB3,65
,4,RRIF,F,Protect,CB3,70
,4,RRIF,F,Protect,CB3,75
,4,RRIF,F,Protect,CB3,80
,4,RRIF,F,Protect,CB5,40
,4,RRIF,F,Protect,CB5,45
,4,RRIF,F,Protect,CB5,50
,4,RRIF,F,Protect,CB5,55
,4,RRIF,F,Protect,CB5,60
,4,RRIF,F,Protect,CB5,65
,4,RRIF,F,Protect,CB5,70
,4,RRIF,F,Protect,CB5,75
,4,RRIF,F,Protect,CB5,80
,4,RRIF,F,Protect,NL,40
,4,RRIF,F,Protect,NL,45
,4,RRIF,F,Protect,NL,50
,4,RRIF,F,Protect,NL,55
,4,RRIF,F,Protect,NL,60
,4,RRIF,F,Protect,NL,65
,4,RRIF,F,Protect,NL,70
,4,RRIF,F,Protect,NL,75
,4,RRIF,F,Protect,NL,80
,4,RRIF,M,Estate,CB3,40
,4,RRIF,M,Estate,CB3,45
,4,RRIF,M,Estate,CB3,50
,4,RRIF,M,Estate,CB3,55
,4,RRIF,M,Estate,CB3,60
,4,RRIF,M,Estate,CB3,65
,4,RRIF,M,Estate,CB3,70
,4,RRIF,M,Estate,CB3,75
,4,RRIF,M,Estate,CB3,80
,4,RRIF,M,Estate,CB5,40
,4,RRIF,M,Estate,CB5,45
,4,RRIF,M,Estate,CB5,50
,4,RRIF,M,Estate,CB5,55
,4,RRIF,M,Estate,CB5,60
,4,RRIF,M,Estate,CB5,65
,4,RRIF,M,Estate,CB5,70
,4,RRIF,M,Estate,CB5,75
,4,RRIF,M,Estate,CB5,80
,4,RRIF,M,Estate,NL,40
,4,RRIF,M,Estate,NL,45
,4,RRIF,M,Estate,NL,50
,4,RRIF,M,Estate,NL,55
,4,RRIF,M,Estate,NL,60
,4,RRIF,M,Estate,NL,65
,4,RRIF,M,Estate,NL,70
,4,RRIF,M,Estate,NL,75
,4,RRIF,M,Estate,NL,80
,4,RRIF,M,Invest,CB3,40
,4,RRIF,M,Invest,CB3,45
,4,RRIF,M,Invest,CB3,50
,4,RRIF,M,Invest,CB3,55
,4,RRIF,M,Invest,CB3,60
,4,RRIF,M,Invest,CB3,65
,4,RRIF,M,Invest,CB3,70
,4,RRIF,M,Invest,CB3,75
,4,RRIF,M,Invest,CB3,80
,4,RRIF,M,Invest,CB3,85
,4,RRIF,M,Invest,CB3,90
,4,RRIF,M,Invest,CB5,40
,4,RRIF,M,Invest,CB5,45
,4,RRIF,M,Invest,CB5,50
,4,RRIF,M,Invest,CB5,55
,4,RRIF,M,Invest,CB5,60
,4,RRIF,M,Invest,CB5,65
,4,RRIF,M,Invest,CB5,70
,4,RRIF,M,Invest,CB5,75
,4,RRIF,M,Invest,CB5,80
,4,RRIF,M,Invest,CB5,85
,4,RRIF,M,Invest,CB5,90
,4,RRIF,M,Invest,NL,40
,4,RRIF,M,Invest,NL,45
,4,RRIF,M,Invest,NL,50
,4,RRIF,M,Invest,NL,55
,4,RRIF,M,Invest,NL,60
,4,RRIF,M,Invest,NL,65
,4,RRIF,M,Invest,NL,70
,4,RRIF,M,Invest,NL,75
,4,RRIF,M,Invest,NL,80
,4,RRIF,M,Invest,NL,85
,4,RRIF,M,Invest,NL,90
,4,RRIF,M,Protect,CB3,40
,4,RRIF,M,Protect,CB3,45
,4,RRIF,M,Protect,CB3,50
,4,RRIF,M,Protect,CB3,55
,4,RRIF,M,Protect,CB3,60
,4,RRIF,M,Protect,CB3,65
,4,RRIF,M,Protect,CB3,70
,4,RRIF,M,Protect,CB3,75
,4,RRIF,M,Protect,CB3,80
,4,RRIF,M,Protect,CB5,40
,4,RRIF,M,Protect,CB5,45
,4,RRIF,M,Protect,CB5,50
,4,RRIF,M,Protect,CB5,55
,4,RRIF,M,Protect,CB5,60
,4,RRIF,M,Protect,CB5,65
,4,RRIF,M,Protect,CB5,70
,4,RRIF,M,Protect,CB5,75
,4,RRIF,M,Protect,CB5,80
,4,RRIF,M,Protect,NL,40
